loss,mae,mse,val_loss,val_mae,val_mse
1.1848981380462646,0.796707808971405,1.1848981380462646,0.5504988431930542,0.6043819785118103,0.5504988431930542
1.0072402954101562,0.7365972995758057,1.0072402954101562,0.5581119656562805,0.6010470986366272,0.5581119656562805
0.9253129363059998,0.7095223069190979,0.9253129363059998,0.5599076747894287,0.5925198793411255,0.5599076747894287
0.8374630212783813,0.6709556579589844,0.8374630212783813,0.5481843948364258,0.5660231709480286,0.5481843948364258
0.7450805902481079,0.63499516248703,0.7450805902481079,0.5249297022819519,0.5241621136665344,0.5249297022819519
0.676058292388916,0.6005345582962036,0.676058292388916,0.5154707431793213,0.49664509296417236,0.5154707431793213
0.64887535572052,0.5846108198165894,0.64887535572052,0.5334039926528931,0.5000337958335876,0.5334039926528931
0.5641990900039673,0.5573379397392273,0.5641990900039673,0.527947723865509,0.48177570104599,0.527947723865509
0.5195174217224121,0.5310054421424866,0.5195174217224121,0.47548553347587585,0.46402379870414734,0.47548553347587585
0.5048837065696716,0.5038247108459473,0.5048837065696716,0.45203888416290283,0.4578261971473694,0.45203888416290283
0.4240429997444153,0.48219746351242065,0.4240429997444153,0.47988706827163696,0.4593881070613861,0.47988706827163696
0.38668325543403625,0.46633923053741455,0.38668325543403625,0.519082248210907,0.4844067394733429,0.519082248210907
0.401082843542099,0.47134360671043396,0.401082843542099,0.5082092881202698,0.4926101267337799,0.5082092881202698
0.3788886070251465,0.45277145504951477,0.3788886070251465,0.4752447307109833,0.49620601534843445,0.4752447307109833
0.36118364334106445,0.4230765700340271,0.36118364334106445,0.4387497305870056,0.46757686138153076,0.4387497305870056
0.35092926025390625,0.42397341132164,0.35092926025390625,0.44635069370269775,0.4641783535480499,0.44635069370269775
0.3361211121082306,0.4255921542644501,0.3361211121082306,0.43993282318115234,0.4715764820575714,0.43993282318115234
0.3698612451553345,0.44721344113349915,0.3698612451553345,0.3967861533164978,0.4643467366695404,0.3967861533164978
0.3765006363391876,0.4373513460159302,0.3765006363391876,0.38974475860595703,0.45465707778930664,0.38974475860595703
0.3170780837535858,0.4127355217933655,0.3170780837535858,0.44549381732940674,0.46677365899086,0.44549381732940674
0.39857548475265503,0.43955880403518677,0.39857548475265503,0.45736756920814514,0.4812939465045929,0.45736756920814514
0.2679659128189087,0.393147349357605,0.2679659128189087,0.4616502523422241,0.49507570266723633,0.4616502523422241
0.33514437079429626,0.4147430658340454,0.33514437079429626,0.434516042470932,0.47563254833221436,0.434516042470932
0.3013208210468292,0.3967273235321045,0.3013208210468292,0.4353196620941162,0.4668170213699341,0.4353196620941162
0.28806257247924805,0.40210166573524475,0.28806257247924805,0.43580612540245056,0.4713457524776459,0.43580612540245056
0.23713673651218414,0.36643362045288086,0.23713673651218414,0.4107135236263275,0.46108976006507874,0.4107135236263275
0.245400071144104,0.36271053552627563,0.245400071144104,0.4044021964073181,0.46094757318496704,0.4044021964073181
0.2923934757709503,0.390839159488678,0.2923934757709503,0.42098551988601685,0.468485027551651,0.42098551988601685
0.315290242433548,0.4009585380554199,0.315290242433548,0.4172009229660034,0.47058773040771484,0.4172009229660034
0.22659441828727722,0.35262253880500793,0.22659441828727722,0.3904667794704437,0.45785200595855713,0.3904667794704437
0.23044323921203613,0.3539605140686035,0.23044323921203613,0.39904481172561646,0.45581430196762085,0.39904481172561646
0.1976286768913269,0.3419085443019867,0.1976286768913269,0.3932533860206604,0.4481719732284546,0.3932533860206604
0.1966550648212433,0.32856041193008423,0.1966550648212433,0.3789578676223755,0.44047969579696655,0.3789578676223755
0.21137964725494385,0.34934550523757935,0.21137964725494385,0.4041447937488556,0.4556199312210083,0.4041447937488556
0.2355850785970688,0.35234326124191284,0.2355850785970688,0.41900312900543213,0.46492522954940796,0.41900312900543213
0.23479393124580383,0.35782355070114136,0.23479393124580383,0.3777405917644501,0.4499192237854004,0.3777405917644501
0.20552219450473785,0.3347230851650238,0.20552219450473785,0.3526149094104767,0.4348389804363251,0.3526149094104767
0.1792198270559311,0.31747761368751526,0.1792198270559311,0.3621574640274048,0.4361685514450073,0.3621574640274048
0.20068760216236115,0.3321208953857422,0.20068760216236115,0.3859850764274597,0.4465307593345642,0.3859850764274597
0.2288987785577774,0.33448678255081177,0.2288987785577774,0.3673695921897888,0.43381908535957336,0.3673695921897888
0.1930846869945526,0.32272687554359436,0.1930846869945526,0.3532305657863617,0.4199155569076538,0.3532305657863617
0.18064919114112854,0.309072345495224,0.18064919114112854,0.3720759153366089,0.4307720363140106,0.3720759153366089
0.17619459331035614,0.2991044223308563,0.17619459331035614,0.3852022886276245,0.4318457841873169,0.3852022886276245
0.17540356516838074,0.3097474277019501,0.17540356516838074,0.36824747920036316,0.42890194058418274,0.36824747920036316
0.15233443677425385,0.29761114716529846,0.15233443677425385,0.3356535732746124,0.40195775032043457,0.3356535732746124
0.18805468082427979,0.32072290778160095,0.18805468082427979,0.35676661133766174,0.4244288504123688,0.35676661133766174
0.14622965455055237,0.2889745533466339,0.14622965455055237,0.4222046434879303,0.4640169143676758,0.4222046434879303
0.1664581000804901,0.3007270395755768,0.1664581000804901,0.38675010204315186,0.4340642988681793,0.38675010204315186
0.1466713398694992,0.2910090386867523,0.1466713398694992,0.37696123123168945,0.41902294754981995,0.37696123123168945
0.18916331231594086,0.3173850476741791,0.18916331231594086,0.36692145466804504,0.4173809587955475,0.36692145466804504
0.15738868713378906,0.3003183603286743,0.15738868713378906,0.3601241707801819,0.4283424913883209,0.3601241707801819
0.14614319801330566,0.27585873007774353,0.14614319801330566,0.34083297848701477,0.40463340282440186,0.34083297848701477
0.13902096450328827,0.2752763330936432,0.13902096450328827,0.35592639446258545,0.3983815312385559,0.35592639446258545
0.14840850234031677,0.29684877395629883,0.14840850234031677,0.3704088628292084,0.40761151909828186,0.3704088628292084
0.1267615109682083,0.2657628059387207,0.1267615109682083,0.4309743046760559,0.4553776979446411,0.4309743046760559
0.13653698563575745,0.2738554775714874,0.13653698563575745,0.43095219135284424,0.44562646746635437,0.43095219135284424
0.117385633289814,0.267397940158844,0.117385633289814,0.3728359639644623,0.4104355573654175,0.3728359639644623
0.1220734715461731,0.2626231610774994,0.1220734715461731,0.3850783109664917,0.4206126034259796,0.3850783109664917
0.12645463645458221,0.2686725854873657,0.12645463645458221,0.41127684712409973,0.4355674982070923,0.41127684712409973
0.1301267147064209,0.275637149810791,0.1301267147064209,0.3962846100330353,0.4209944009780884,0.3962846100330353
